node,spreading ability
38,0.00028109627547435
56,0.28222066057624734
130,0.2778636683063949
140,0.2774420238931834
147,0.2788475052705552
151,0.2826423049894589
232,0.28011243851018974
243,0.00028109627547435
341,0.2833450456781448
606,0.00028109627547435
5,0.2802529866479269
61,0.000140548137737175
89,0.2809557273366128
93,0.000140548137737175
153,0.000140548137737175
163,0.27772312016865774
167,0.000140548137737175
168,0.2808151791988756
175,0.000140548137737175
34,0.27912860154602953
132,0.00042164441321152494
135,0.28053408292340126
171,0.278706957132818
183,0.000140548137737175
216,0.2815179198875615
219,0.000140548137737175
227,0.2809557273366128
228,0.000140548137737175
236,0.2782853127196065
250,0.000140548137737175
258,0.000140548137737175
259,0.27716092761770905
274,0.000140548137737175
285,0.000140548137737175
290,0.2803935347856641
298,0.000140548137737175
301,0.000140548137737175
304,0.2768798313422347
317,0.27842586085734367
319,0.28208011243851017
359,0.000140548137737175
362,0.000140548137737175
378,0.000140548137737175
390,0.000140548137737175
391,0.000140548137737175
392,0.000140548137737175
394,0.000140548137737175
396,0.000140548137737175
402,0.000140548137737175
405,0.28222066057624734
406,0.28292340126493326
421,0.000140548137737175
427,0.00028109627547435
431,0.000140548137737175
432,0.27673928320449753
433,0.000140548137737175
435,0.000140548137737175
440,0.2788475052705552
447,0.00028109627547435
538,0.000140548137737175
564,0.28123682361208713
566,0.000140548137737175
579,0.000140548137737175
589,0.000140548137737175
609,0.000140548137737175
613,0.000140548137737175
616,0.000140548137737175
617,0.000140548137737175
619,0.000140548137737175
643,0.27955024595924105
656,0.000140548137737175
665,0.27167955024595924
668,0.000140548137737175
691,0.0011243851018974
694,0.000140548137737175
700,0.000140548137737175
704,0.28123682361208713
717,0.000140548137737175
730,0.00028109627547435
733,0.2770203794799719
741,0.000140548137737175
761,0.2743499648629656
765,0.000140548137737175
779,0.000140548137737175
789,0.27716092761770905
791,0.2792691496837667
798,0.27898805340829236
802,0.27659873506676036
813,0.28348559381588195
820,0.00028109627547435
826,0.2827828531271961
863,0.00042164441321152494
871,0.27519325368938863
881,0.000140548137737175
885,0.00042164441321152494
895,0.00028109627547435
897,0.000140548137737175
904,0.2796907940969782
906,0.000140548137737175
907,0.281939564300773
913,0.2832044975404076
922,0.27603654251581167
932,0.000140548137737175
936,0.000140548137737175
955,0.000140548137737175
960,0.28250175685172174
963,0.000140548137737175
966,0.000140548137737175
971,0.2823612087139845
972,0.000140548137737175
978,0.28067463106113844
979,0.000140548137737175
983,0.000140548137737175
991,0.000140548137737175
993,0.2809557273366128
995,0.000140548137737175
1007,0.000140548137737175
1014,0.000140548137737175
1022,0.2808151791988756
1026,0.000140548137737175
1032,0.2768798313422347
1035,0.00028109627547435
1043,0.27463106113843994
1055,0.28123682361208713
1062,0.2802529866479269
1125,0.2788475052705552
1144,0.000140548137737175
1152,0.000140548137737175
1156,0.00028109627547435
1160,0.27716092761770905
1167,0.27814476458186926
1168,0.00028109627547435
1218,0.000140548137737175
1220,0.000140548137737175
1221,0.27603654251581167
1222,0.000140548137737175
1234,0.2815179198875615
1241,0.2803935347856641
1248,0.2837666900913563
1253,0.28306394940267043
1261,0.000140548137737175
1297,0.28067463106113844
1321,0.000140548137737175
1326,0.000140548137737175
1377,0.281939564300773
1389,0.000140548137737175
1390,0.27716092761770905
1394,0.00028109627547435
1396,0.000140548137737175
1428,0.28067463106113844
1439,0.000140548137737175
1441,0.2809557273366128
1442,0.28067463106113844
1446,0.000140548137737175
1453,0.000140548137737175
1464,0.000140548137737175
1465,0.000140548137737175
1468,0.2803935347856641
1471,0.2742094167252284
1472,0.000140548137737175
1476,0.000140548137737175
1478,0.000140548137737175
1484,0.000140548137737175
1485,0.000140548137737175
1487,0.2780042164441321
1489,0.2796907940969782
1490,0.000140548137737175
1497,0.2809557273366128
1501,0.2808151791988756
1506,0.281939564300773
1507,0.000140548137737175
1513,0.000140548137737175
1514,0.000140548137737175
1518,0.000140548137737175
1524,0.000140548137737175
1525,0.28011243851018974
1531,0.000140548137737175
1532,0.000140548137737175
1533,0.000140548137737175
1538,0.2788475052705552
1549,0.2815179198875615
1555,0.2817990161630358
1556,0.000140548137737175
1557,0.000140548137737175
1563,0.000140548137737175
1569,0.000140548137737175
1573,0.000140548137737175
1587,0.000140548137737175
1597,0.000140548137737175
1610,0.2813773717498243
1619,0.000140548137737175
1641,0.000140548137737175
1648,0.000140548137737175
1652,0.000140548137737175
1654,0.000140548137737175
1657,0.000140548137737175
1662,0.00028109627547435
1669,0.000140548137737175
1679,0.000140548137737175
1689,0.000140548137737175
1692,0.000140548137737175
1701,0.27505270555165146
1716,0.000140548137737175
1718,0.000140548137737175
1752,0.000140548137737175
1758,0.000140548137737175
1768,0.000140548137737175
1774,0.000140548137737175
1783,0.2827828531271961
1787,0.000140548137737175
1788,0.000140548137737175
1798,0.000140548137737175
1861,0.000140548137737175
1864,0.000140548137737175
1982,0.28517217146872803
2409,0.000140548137737175
2651,0.28053408292340126
2843,0.000140548137737175
2909,0.27856640899508084
3892,0.000140548137737175
4037,0.00042164441321152494
4134,0.000140548137737175
4792,0.2792691496837667
4942,0.000140548137737175
5323,0.000140548137737175
5697,0.2833450456781448
6227,0.2753338018271258
6330,0.00028109627547435
6624,0.27912860154602953
6765,0.28222066057624734
6790,0.2827828531271961
6965,0.000140548137737175
7161,0.000140548137737175
7632,0.000140548137737175
8290,0.000140548137737175
7,0.2794096978215039
32,0.27758257203092057
105,0.00028109627547435
524,0.000140548137737175
1190,0.28306394940267043
1193,0.2773014757554462
1425,0.000140548137737175
1919,0.28067463106113844
8287,0.000140548137737175
36,0.2827828531271961
49,0.28165846802529865
144,0.000140548137737175
150,0.2757554462403373
389,0.000140548137737175
506,0.000140548137737175
587,0.00042164441321152494
607,0.000140548137737175
622,0.000140548137737175
624,0.000140548137737175
627,0.000140548137737175
628,0.000140548137737175
631,0.000140548137737175
636,0.28123682361208713
637,0.000140548137737175
657,0.000140548137737175
658,0.2780042164441321
674,0.2837666900913563
677,0.000140548137737175
681,0.000140548137737175
687,0.000140548137737175
715,0.27997189037245257
719,0.27898805340829236
725,0.00028109627547435
749,0.2839072382290935
760,0.000140548137737175
778,0.000140548137737175
806,0.000140548137737175
810,0.28067463106113844
817,0.000140548137737175
822,0.00042164441321152494
844,0.2809557273366128
866,0.000140548137737175
868,0.000140548137737175
875,0.000140548137737175
878,0.000140548137737175
882,0.00042164441321152494
938,0.000140548137737175
977,0.000140548137737175
1092,0.000140548137737175
9,0.2713984539704849
517,0.000140548137737175
559,0.000140548137737175
626,0.2796907940969782
918,0.27912860154602953
982,0.28165846802529865
1049,0.00028109627547435
1103,0.000140548137737175
1384,0.28053408292340126
1580,0.000140548137737175
1618,0.000140548137737175
1717,0.2809557273366128
1855,0.2837666900913563
1966,0.2808151791988756
743,0.000140548137737175
746,0.000140548137737175
748,0.000140548137737175
750,0.000140548137737175
11,0.27955024595924105
15,0.2782853127196065
72,0.2782853127196065
95,0.000140548137737175
204,0.27673928320449753
230,0.000140548137737175
313,0.28165846802529865
332,0.000140548137737175
334,0.27716092761770905
338,0.000140548137737175
350,0.00028109627547435
372,0.000140548137737175
429,0.000140548137737175
465,0.2768798313422347
575,0.000140548137737175
608,0.2764581869290232
644,0.2753338018271258
647,0.2758959943780745
684,0.000140548137737175
705,0.278706957132818
707,0.2841883345045678
710,0.27673928320449753
722,0.2815179198875615
744,0.000140548137737175
762,0.2808151791988756
763,0.2796907940969782
764,0.27659873506676036
771,0.000140548137737175
793,0.000140548137737175
803,0.0008432888264230499
805,0.2794096978215039
825,0.2827828531271961
829,0.000140548137737175
836,0.27814476458186926
837,0.00028109627547435
838,0.284328882642305
839,0.000140548137737175
849,0.000140548137737175
853,0.2794096978215039
859,0.28109627547434995
873,0.000140548137737175
887,0.000140548137737175
908,0.0005621925509487
929,0.000140548137737175
934,0.000140548137737175
935,0.2778636683063949
937,0.273928320449754
941,0.2796907940969782
942,0.000140548137737175
943,0.2792691496837667
945,0.000140548137737175
946,0.278706957132818
947,0.2770203794799719
956,0.2780042164441321
958,0.000140548137737175
968,0.000140548137737175
975,0.00042164441321152494
985,0.2841883345045678
989,0.000140548137737175
999,0.000140548137737175
1000,0.28123682361208713
1006,0.28011243851018974
1012,0.0005621925509487
1018,0.000140548137737175
1031,0.2808151791988756
1034,0.27772312016865774
1061,0.000140548137737175
1075,0.2794096978215039
1080,0.000140548137737175
1097,0.281939564300773
1111,0.2780042164441321
1124,0.2809557273366128
1127,0.2808151791988756
1128,0.000140548137737175
1137,0.2780042164441321
1151,0.2827828531271961
1154,0.00028109627547435
1164,0.2788475052705552
1165,0.000140548137737175
1185,0.27856640899508084
1186,0.000140548137737175
1191,0.000140548137737175
1196,0.00028109627547435
1199,0.000140548137737175
1200,0.28053408292340126
1201,0.27659873506676036
1203,0.2782853127196065
1211,0.27659873506676036
1230,0.2782853127196065
1239,0.000140548137737175
1243,0.00028109627547435
1250,0.000140548137737175
1259,0.27603654251581167
1260,0.000140548137737175
1279,0.2757554462403373
1282,0.00028109627547435
1284,0.2798313422347154
1285,0.28250175685172174
1286,0.2826423049894589
1296,0.000140548137737175
1305,0.27997189037245257
1307,0.000140548137737175
1310,0.000140548137737175
1319,0.28208011243851017
1322,0.28250175685172174
1330,0.000140548137737175
1353,0.2764581869290232
1360,0.28348559381588195
1372,0.000140548137737175
1374,0.2815179198875615
1375,0.00028109627547435
1378,0.00028109627547435
1382,0.00028109627547435
1385,0.27898805340829236
1402,0.000140548137737175
1407,0.000140548137737175
1411,0.000140548137737175
1413,0.000140548137737175
1418,0.000140548137737175
1420,0.00028109627547435
1435,0.000140548137737175
1437,0.000140548137737175
1444,0.000140548137737175
1482,0.000140548137737175
1486,0.000140548137737175
1492,0.28517217146872803
1496,0.2794096978215039
1520,0.000140548137737175
1521,0.28123682361208713
1534,0.000140548137737175
1542,0.2770203794799719
1547,0.28208011243851017
1550,0.2742094167252284
1565,0.2788475052705552
1566,0.28208011243851017
1583,0.27898805340829236
1585,0.2808151791988756
1592,0.2733661278988053
1608,0.2780042164441321
1613,0.28067463106113844
1621,0.2798313422347154
1622,0.28067463106113844
1628,0.2817990161630358
1629,0.000140548137737175
1633,0.000140548137737175
1637,0.000140548137737175
1638,0.2823612087139845
1646,0.00028109627547435
1649,0.000140548137737175
1653,0.000140548137737175
1658,0.000140548137737175
1661,0.2826423049894589
1672,0.000140548137737175
1680,0.2764581869290232
1687,0.2764581869290232
1688,0.2743499648629656
1697,0.2813773717498243
1700,0.27519325368938863
1706,0.000140548137737175
1707,0.2796907940969782
1714,0.2774420238931834
1726,0.000140548137737175
1729,0.2782853127196065
1730,0.27505270555165146
1732,0.00028109627547435
1746,0.00042164441321152494
1747,0.000140548137737175
1749,0.2774420238931834
1757,0.00028109627547435
1769,0.27997189037245257
1771,0.000140548137737175
1772,0.27561489810260015
1780,0.000140548137737175
1791,0.000140548137737175
1802,0.000140548137737175
1805,0.000140548137737175
1811,0.28011243851018974
1816,0.27716092761770905
1835,0.2719606465214336
1836,0.27912860154602953
1842,0.000140548137737175
1847,0.0008432888264230499
1848,0.00042164441321152494
1849,0.276317638791286
1857,0.000140548137737175
1858,0.000140548137737175
1859,0.000140548137737175
1880,0.000140548137737175
1884,0.000140548137737175
1888,0.2788475052705552
1893,0.000140548137737175
1901,0.000140548137737175
1903,0.000140548137737175
1908,0.000140548137737175
1920,0.000140548137737175
1927,0.000140548137737175
1953,0.000140548137737175
1956,0.000140548137737175
1963,0.000140548137737175
1964,0.00028109627547435
1965,0.278706957132818
1969,0.000140548137737175
1973,0.000140548137737175
1977,0.27603654251581167
1979,0.000140548137737175
1983,0.000140548137737175
1985,0.28306394940267043
1987,0.000140548137737175
1990,0.27912860154602953
1991,0.28123682361208713
1992,0.28067463106113844
1997,0.2803935347856641
2004,0.000140548137737175
2007,0.000140548137737175
2014,0.000140548137737175
2055,0.000140548137737175
2060,0.000140548137737175
2062,0.2729444834855938
2066,0.000140548137737175
2071,0.000140548137737175
2073,0.000140548137737175
2076,0.000140548137737175
2079,0.000140548137737175
2085,0.278706957132818
2091,0.000140548137737175
2095,0.000140548137737175
2097,0.00042164441321152494
2101,0.000140548137737175
2109,0.2798313422347154
2114,0.27758257203092057
2117,0.2758959943780745
2119,0.00028109627547435
2128,0.000140548137737175
2134,0.2837666900913563
2137,0.000140548137737175
2144,0.27716092761770905
2145,0.27716092761770905
2151,0.000140548137737175
2157,0.000140548137737175
2168,0.00042164441321152494
2178,0.2823612087139845
2181,0.000140548137737175
2182,0.000140548137737175
2193,0.2749121574139143
2202,0.000140548137737175
2205,0.000140548137737175
2206,0.2832044975404076
2210,0.2688685874912157
2237,0.2808151791988756
2240,0.2780042164441321
2241,0.28165846802529865
2246,0.000140548137737175
2252,0.2827828531271961
2253,0.000140548137737175
2257,0.27772312016865774
2273,0.000140548137737175
2289,0.2792691496837667
2294,0.2778636683063949
2328,0.28109627547434995
2329,0.000140548137737175
2332,0.28011243851018974
2333,0.000140548137737175
2339,0.000140548137737175
2341,0.000140548137737175
2345,0.000140548137737175
2350,0.000140548137737175
2362,0.000140548137737175
2364,0.27997189037245257
2381,0.27659873506676036
2384,0.2794096978215039
2385,0.000140548137737175
2397,0.000140548137737175
2400,0.000140548137737175
2410,0.27519325368938863
2411,0.27673928320449753
2426,0.000140548137737175
2435,0.2764581869290232
2456,0.2798313422347154
2470,0.000140548137737175
2475,0.27716092761770905
2479,0.000140548137737175
2484,0.000140548137737175
2485,0.2774420238931834
2490,0.000140548137737175
2499,0.000140548137737175
2504,0.27898805340829236
2506,0.2823612087139845
2508,0.27912860154602953
2517,0.000140548137737175
2535,0.2753338018271258
2544,0.00028109627547435
2565,0.2743499648629656
2570,0.000140548137737175
2575,0.000140548137737175
2579,0.000140548137737175
2580,0.000140548137737175
2585,0.2768798313422347
2587,0.000140548137737175
2593,0.2796907940969782
2595,0.2749121574139143
2604,0.000140548137737175
2612,0.2743499648629656
2619,0.2758959943780745
2625,0.000140548137737175
2643,0.000140548137737175
2646,0.28222066057624734
2653,0.2764581869290232
2655,0.00042164441321152494
2657,0.2837666900913563
2665,0.00028109627547435
2669,0.000140548137737175
2685,0.000140548137737175
2686,0.2796907940969782
2696,0.28109627547434995
2720,0.000140548137737175
2727,0.2808151791988756
2746,0.2803935347856641
2754,0.000140548137737175
2760,0.000140548137737175
2763,0.000140548137737175
2775,0.27519325368938863
2777,0.000140548137737175
2787,0.000140548137737175
2794,0.000140548137737175
2811,0.000140548137737175
2859,0.28348559381588195
2871,0.2833450456781448
2900,0.2815179198875615
2923,0.2792691496837667
2932,0.2803935347856641
2958,0.2809557273366128
2981,0.28165846802529865
3002,0.27997189037245257
3005,0.28109627547434995
3007,0.27673928320449753
3010,0.28011243851018974
3014,0.000140548137737175
3024,0.28053408292340126
3026,0.2833450456781448
3028,0.2823612087139845
3034,0.2832044975404076
3059,0.2815179198875615
3073,0.27716092761770905
3084,0.27955024595924105
3092,0.28053408292340126
3114,0.000140548137737175
3117,0.000140548137737175
3125,0.28250175685172174
3136,0.000140548137737175
3140,0.000140548137737175
3144,0.27673928320449753
3180,0.28446943078004217
3192,0.28011243851018974
3258,0.2803935347856641
3260,0.000140548137737175
3284,0.2794096978215039
3291,0.28011243851018974
3309,0.000140548137737175
3321,0.27772312016865774
3334,0.00028109627547435
3394,0.276317638791286
3404,0.28011243851018974
3433,0.0012649332396345748
3439,0.2773014757554462
3443,0.2749121574139143
3447,0.2757554462403373
3452,0.27617709065354884
3453,0.27997189037245257
3454,0.2802529866479269
3458,0.2753338018271258
3463,0.28165846802529865
3464,0.000140548137737175
3480,0.2792691496837667
3529,0.000140548137737175
3537,0.000140548137737175
3557,0.27449051300070276
3562,0.28109627547434995
3568,0.27814476458186926
3607,0.00042164441321152494
3615,0.28011243851018974
3631,0.2770203794799719
3635,0.2813773717498243
3645,0.2773014757554462
3650,0.000140548137737175
3660,0.28165846802529865
3661,0.28109627547434995
3680,0.000140548137737175
3748,0.00028109627547435
3787,0.278706957132818
3800,0.000140548137737175
3806,0.2809557273366128
3807,0.000140548137737175
3812,0.27505270555165146
3830,0.2794096978215039
3843,0.2782853127196065
3847,0.000140548137737175
3871,0.28208011243851017
3903,0.000140548137737175
3926,0.000140548137737175
3937,0.000140548137737175
3956,0.2788475052705552
3958,0.0005621925509487
3967,0.000140548137737175
3970,0.000140548137737175
4011,0.000140548137737175
4013,0.2778636683063949
4021,0.000140548137737175
4024,0.000140548137737175
4040,0.27673928320449753
4043,0.000140548137737175
4044,0.27955024595924105
4055,0.000140548137737175
4058,0.000140548137737175
4065,0.2826423049894589
4072,0.28053408292340126
4088,0.000140548137737175
4103,0.284328882642305
4124,0.27505270555165146
4162,0.2836261419536191
4179,0.000140548137737175
4201,0.000140548137737175
4212,0.2743499648629656
4231,0.000140548137737175
4247,0.000140548137737175
4256,0.000140548137737175
4261,0.2796907940969782
4263,0.000140548137737175
4266,0.27955024595924105
4269,0.000140548137737175
4289,0.000140548137737175
4290,0.000140548137737175
4297,0.27617709065354884
4299,0.000140548137737175
4335,0.27856640899508084
4384,0.000140548137737175
4417,0.000140548137737175
4422,0.2770203794799719
4424,0.000140548137737175
4463,0.000140548137737175
4485,0.27673928320449753
4510,0.000140548137737175
4528,0.000140548137737175
4531,0.27997189037245257
4547,0.2815179198875615
4578,0.000140548137737175
4613,0.000140548137737175
4661,0.2836261419536191
4662,0.27856640899508084
4706,0.2757554462403373
4709,0.2780042164441321
4719,0.000140548137737175
4796,0.00028109627547435
4808,0.000140548137737175
4811,0.000140548137737175
4814,0.2792691496837667
4820,0.000140548137737175
4827,0.27997189037245257
4938,0.0007027406886858749
4962,0.000140548137737175
5026,0.000140548137737175
5037,0.275474349964863
5055,0.000140548137737175
5073,0.000140548137737175
5092,0.000140548137737175
5100,0.000140548137737175
5106,0.2803935347856641
5130,0.000140548137737175
5132,0.000140548137737175
5144,0.000140548137737175
5802,0.27561489810260015
6170,0.000140548137737175
6496,0.000140548137737175
6715,0.000140548137737175
6739,0.000140548137737175
8286,0.000140548137737175
8291,0.000140548137737175
8293,0.000140548137737175
12,0.28123682361208713
663,0.2794096978215039
697,0.28067463106113844
2708,0.278706957132818
3371,0.000140548137737175
4233,0.000140548137737175
13,0.28292340126493326
14,0.2833450456781448
324,0.0005621925509487
368,0.000140548137737175
477,0.000140548137737175
797,0.000140548137737175
1053,0.000140548137737175
1123,0.000140548137737175
2016,0.2813773717498243
8285,0.000140548137737175
417,0.27673928320449753
737,0.28123682361208713
974,0.2808151791988756
2229,0.28053408292340126
2398,0.27856640899508084
4561,0.000140548137737175
4600,0.2782853127196065
4645,0.000140548137737175
4658,0.000140548137737175
7871,0.000140548137737175
8292,0.000140548137737175
16,0.00042164441321152494
17,0.28053408292340126
18,0.2735066760365425
20,0.28306394940267043
321,0.000140548137737175
425,0.27898805340829236
861,0.27898805340829236
896,0.28011243851018974
981,0.000140548137737175
1044,0.27814476458186926
1352,0.27673928320449753
1604,0.27659873506676036
2165,0.000140548137737175
2281,0.000140548137737175
2285,0.27716092761770905
2324,0.000140548137737175
2348,0.000140548137737175
2693,0.2792691496837667
2774,0.2803935347856641
2828,0.000140548137737175
2877,0.000140548137737175
3027,0.2780042164441321
3456,0.27955024595924105
3516,0.000140548137737175
3614,0.27758257203092057
4373,0.000140548137737175
5327,0.000140548137737175
5714,0.28165846802529865
5775,0.28446943078004217
5780,0.000140548137737175
5814,0.2758959943780745
5818,0.27659873506676036
6229,0.27955024595924105
6262,0.000140548137737175
6780,0.2815179198875615
7726,0.00028109627547435
8288,0.000140548137737175
21,0.28208011243851017
794,0.2770203794799719
2814,0.000140548137737175
22,0.2823612087139845
601,0.00042164441321152494
670,0.000140548137737175
1029,0.2788475052705552
1039,0.00028109627547435
1593,0.000140548137737175
24,0.2815179198875615
311,0.2803935347856641
633,0.27617709065354884
742,0.2780042164441321
769,0.273928320449754
856,0.28109627547434995
1100,0.000140548137737175
1267,0.2770203794799719
1315,0.2841883345045678
1357,0.2773014757554462
1416,0.00042164441321152494
1419,0.2808151791988756
1473,0.2792691496837667
1548,0.000140548137737175
1705,0.2792691496837667
1723,0.000140548137737175
1734,0.0011243851018974
1754,0.27997189037245257
1781,0.2782853127196065
1808,0.27912860154602953
1814,0.2774420238931834
1837,0.27997189037245257
2209,0.2770203794799719
2225,0.27406886858749124
2264,0.27955024595924105
2276,0.28208011243851017
2323,0.2826423049894589
2354,0.000140548137737175
2371,0.27955024595924105
2375,0.2815179198875615
2516,0.2803935347856641
2542,0.27772312016865774
2560,0.2813773717498243
2660,0.27519325368938863
2667,0.27772312016865774
2697,0.2833450456781448
2707,0.2758959943780745
2815,0.2813773717498243
2819,0.2794096978215039
2822,0.27449051300070276
2830,0.00028109627547435
2922,0.000140548137737175
2926,0.000140548137737175
2955,0.000140548137737175
2963,0.000140548137737175
2999,0.28208011243851017
3018,0.2778636683063949
3089,0.000140548137737175
3164,0.000140548137737175
3351,0.000140548137737175
3408,0.000140548137737175
3410,0.000140548137737175
3473,0.000140548137737175
3586,0.2778636683063949
3643,0.2794096978215039
3792,0.27997189037245257
3854,0.278706957132818
3898,0.000140548137737175
3910,0.27997189037245257
4276,0.27814476458186926
4310,0.27519325368938863
4338,0.2802529866479269
4349,0.000140548137737175
4712,0.27842586085734367
4944,0.000140548137737175
4953,0.000140548137737175
4999,0.000140548137737175
5123,0.28208011243851017
5162,0.000140548137737175
5341,0.000140548137737175
5412,0.000140548137737175
5423,0.2817990161630358
5484,0.2796907940969782
5511,0.000140548137737175
5596,0.2803935347856641
5863,0.000140548137737175
6097,0.0007027406886858749
6272,0.28011243851018974
6441,0.000140548137737175
6566,0.000140548137737175
6833,0.27772312016865774
6855,0.2757554462403373
6869,0.000140548137737175
6948,0.000140548137737175
6955,0.000140548137737175
7119,0.000140548137737175
7143,0.000140548137737175
7144,0.000140548137737175
1030,0.000140548137737175
1077,0.000140548137737175
2801,0.000140548137737175
6251,0.000140548137737175
1023,0.27955024595924105
1038,0.2803935347856641
1166,0.2743499648629656
2120,0.28165846802529865
2135,0.284328882642305
2297,0.2813773717498243
2594,0.2794096978215039
2599,0.2794096978215039
2620,0.0005621925509487
2689,0.27561489810260015
2831,0.27561489810260015
2834,0.00028109627547435
3150,0.28165846802529865
3274,0.2788475052705552
3489,0.000140548137737175
4099,0.2836261419536191
4303,0.000140548137737175
4483,0.28123682361208713
4574,0.2792691496837667
4717,0.2788475052705552
4781,0.27898805340829236
4929,0.2815179198875615
5022,0.2773014757554462
5459,0.000140548137737175
5529,0.2798313422347154
5605,0.2773014757554462
5799,0.2757554462403373
5804,0.27856640899508084
5822,0.2837666900913563
5897,0.000140548137737175
6006,0.27814476458186926
6044,0.000140548137737175
6151,0.27997189037245257
6437,0.000140548137737175
7115,0.000140548137737175
7289,0.000140548137737175
7908,0.000140548137737175
8174,0.000140548137737175
37,0.278706957132818
3976,0.2798313422347154
4735,0.000140548137737175
6123,0.00028109627547435
40,0.0007027406886858749
26,0.2862965565706254
419,0.000140548137737175
41,0.2798313422347154
42,0.2794096978215039
823,0.27955024595924105
1024,0.2823612087139845
6458,0.2690091356289529
7108,0.000140548137737175
43,0.000140548137737175
44,0.27673928320449753
2652,0.000140548137737175
3813,0.2803935347856641
4687,0.2796907940969782
4795,0.28011243851018974
4875,0.000140548137737175
5439,0.28067463106113844
6306,0.000140548137737175
6432,0.000140548137737175
7092,0.2798313422347154
8295,0.000140548137737175
45,0.00028109627547435
46,0.2802529866479269
3435,0.27856640899508084
3506,0.000140548137737175
47,0.28123682361208713
1236,0.2837666900913563
1300,0.000140548137737175
1564,0.2798313422347154
1603,0.28011243851018974
2185,0.000140548137737175
3720,0.2832044975404076
3803,0.27617709065354884
3897,0.2809557273366128
3946,0.000140548137737175
4189,0.28292340126493326
5922,0.00028109627547435
6875,0.0005621925509487
8212,0.000140548137737175
8294,0.000140548137737175
48,0.2803935347856641
51,0.2833450456781448
52,0.000140548137737175
53,0.2794096978215039
1744,0.2778636683063949
3276,0.2782853127196065
3646,0.000140548137737175
3717,0.000140548137737175
4183,0.000140548137737175
4191,0.27716092761770905
4235,0.000140548137737175
4389,0.000140548137737175
4666,0.2773014757554462
4764,0.2798313422347154
5079,0.27912860154602953
5640,0.00028109627547435
5998,0.28109627547434995
840,0.000140548137737175
5404,0.27856640899508084
5545,0.000140548137737175
5582,0.27912860154602953
6198,0.27659873506676036
6498,0.000140548137737175
6503,0.2770203794799719
6913,0.0005621925509487
6946,0.27111735769501055
7040,0.000140548137737175
7052,0.27912860154602953
7295,0.0012649332396345748
682,0.000140548137737175
714,0.000140548137737175
784,0.2826423049894589
795,0.2802529866479269
1020,0.000140548137737175
1432,0.27716092761770905
515,0.000140548137737175
2211,0.000140548137737175
57,0.00028109627547435
58,0.0005621925509487
5378,0.0005621925509487
8237,0.000140548137737175
59,0.2827828531271961
928,0.2815179198875615
1595,0.000140548137737175
1918,0.00028109627547435
2174,0.2808151791988756
2547,0.27997189037245257
2550,0.2826423049894589
2724,0.28446943078004217
2946,0.000140548137737175
2966,0.000140548137737175
2972,0.276317638791286
2977,0.000140548137737175
2979,0.000140548137737175
3015,0.2823612087139845
5624,0.2778636683063949
6166,0.000140548137737175
60,0.000140548137737175
7624,0.000140548137737175
62,0.27898805340829236
2092,0.2773014757554462
2247,0.000140548137737175
27,0.28348559381588195
2369,0.2780042164441321
2917,0.000140548137737175
